89,握手,アクシュ
90,悪臭,アクシュウ
91,悪循環,アクジュンカン
92,アクション,アクション
93,悪性,アクセイ
94,アクセサリー,アクセサリー
95,アクセス,アクセス
96,アクセル,アクセル
97,アクセント,アクセント
98,悪態,アクタイ
99,悪党,アクトウ
100,悪徳,アクトク
101,悪人,アクニン
102,あくび,アクビ
103,悪魔,アクマ
104,悪夢,アクム
105,悪名,アクメイ
106,悪名高い,アクメイタカイ
107,悪役,アクヤク
108,悪友,アクユウ
109,悪用,アクヨウ
110,握力,アクリョク
111,アクリル,アクリル
112,揚げ,アゲ
113,上げ,アゲ
114,揚げ足,アゲアシ
115,揚げ油,アゲアブラ
116,上げ下ろし,アゲオロシ
117,明け方,アケガタ
118,挙げ句,アゲク
119,上げ下げ,アゲサゲ
120,曙,アケボノ
121,あご,アゴ
122,アコーディオン,アコーディオン
123,憧れ,アコガレ
124,朝,アサ
125,麻,アサ
126,あざ,アザ
127,朝市,アサイチ
128,朝顔,アサガオ
129,朝方,アサガタ
130,朝御飯,アサゴハン
131,浅漬け,アサヅケ
132,あさって,アサッテ
133,朝寝坊,アサネボウ
134,朝晩,アサバン
135,朝日,アサヒ
136,朝夕,アサユウ
137,あさり,アサリ
138,歯振,アサリ
139,脚,アシ
140,味,アジ
141,あじ,アジ
142,アジア,アジア
143,足跡,アシアト
144,足音,アシオト
145,足掛かり,アシガカリ
146,足首,アシクビ
147,足腰,アシコシ
148,アシスタント,アシスタント
149,アシスト,アシスト
150,明日,アシタ
151,味付け,アジツケ
152,足取り,アシドリ
153,足場,アシバ
154,足踏み,アシブミ
155,味見,アジミ
156,足元,アシモト
157,味わい,アジワイ
158,明日,アス
159,小豆,アズキ
160,あずさ,アズサ
161,アスパラガス,アスパラガス
162,汗,アセ
163,焦り,アセリ
164,遊び,アソビ
165,あだ,アダ
166,値,アタイ
167,温かみ,アタタカミ
168,アタック,アタック
169,アダプター,アダプター
170,頭,アタマ
171,頭から,アタマカラ
172,頭金,アタマキン
173,辺り,アタリ
174,当たり,アタリ
175,当たり障り,アタリサワリ
176,当たり前,アタリマエ
177,アダルト,アダルト
178,あちら,アチラ
179,あちこち,アチラコチラ
180,厚揚げ,アツアゲ
181,悪化,アッカ
182,扱い,アツカイ
183,厚紙,アツガミ
184,圧縮,アッシュク
185,圧勝,アッショウ
186,あっせん,アッセン
187,厚手,アツデ
188,圧倒,アットウ
189,圧迫,アッパク
190,アップ,アップ
191,アップリケ,アップリケ
192,アップル,アップル
193,アップルパイ,アップルパイ
194,集まり,アツマリ
195,厚み,アツミ
196,圧力,アツリョク
197,圧力鍋,アツリョクナベ
198,当て,アテ
199,宛て先,アテサキ
200,当て字,アテジ
201,あて名,アテナ
202,当て逃げ,アテニゲ
203,後,アト
204,跡,アト
205,後味,アトアジ
206,後片付け,アトカタヅケ
207,後先,アトサキ
208,後始末,アトシマツ
209,跡継ぎ,アトツギ
210,跡取り,アトトリ
211,アドバイザー,アドバイザー
212,アドバイス,アドバイス
213,アドベンチャー,アドベンチャー
214,後回し,アトマワシ
215,アトラクション,アトラクション
216,アドレス,アドレス
217,穴,アナ
218,穴埋め,アナウメ
219,アナウンサー,アナウンサ
220,アナウンサー,アナウンサー
221,アナウンス,アナウンス
222,穴場,アナバ
223,アナログ,アナログ
224,兄,アニ
225,兄貴,アニキ
226,兄弟子,アニデシ
227,アニマル,アニマル
228,アニメ,アニメ
229,アニメーション,アニメーション
230,姉,アネ
231,亜熱帯,アネッタイ
232,アパート,アパート
233,アパレル,アパレル
234,アピール,アピール
235,あひる,アヒル
236,アフガニスタン,アフガニスタン
237,アフター,アフター
238,アフターサービス,アフターサービス
239,アフタヌーン,アフタヌーン
240,油,アブラ
241,脂,アブラ
242,油揚げ,アブラアゲ
243,油絵,アブラエ
244,アフリカ,アフリカ
245,アプリケーション,アプリケーション
246,アプローチ,アプローチ
247,アベック,アベック
248,阿片,アヘン
249,阿呆,アホウ
250,アボカド,アボカド
251,尼,アマ
252,甘口,アマクチ
253,雨雲,アマグモ
254,甘酒,アマザケ
255,甘塩,アマジオ
256,甘酢,アマズ
257,アマチュア,アマチュア
258,雨戸,アマド
259,甘み,アマミ
260,雨水,アマミズ
261,雨漏り,アマモリ
262,余り,アマリ
263,余り物,アマリモノ
264,網,アミ
265,網棚,アミダナ
266,網戸,アミド
267,アミノ酸,アミノサン
268,網の目,アミノメ
269,編み物,アミモノ
270,雨,アメ
271,あめ,アメ
272,雨降り,アメフリ
273,アメリカ,アメリカ
274,アメリカ合衆国,アメリカガッシュウコク
275,アメリカン,アメリカン
276,過ち,アヤマチ
277,誤り,アヤマリ
278,あゆ,アユ
279,阿諛,アユ
280,歩み,アユミ
281,アラーム,アラーム
282,洗い,アライ
283,洗い場,アライバ
284,洗い物,アライモノ
285,嵐,アラシ
286,粗筋,アラスジ
287,争い,アラソイ
288,改め,アラタメ
289,荒波,アラナミ
290,粗びき,アラビキ
291,アラブ,アラブ
292,あり,アリ
293,有り,アリ
294,在り来り,アリキタリ
295,有様,アリサマ
296,アリバイ,アリバイ
297,アルカリ,アルカリ
298,アルカリ性,アルカリセイ
299,アルコール,アルコール
300,アルゼンチン,アルゼンチン
301,アルバイト,アルバイト
302,アルバム,アルバム
303,アルファベット,アルファベット
304,アルプス,アルプス
305,アルミ,アルミ
306,アルミニウム,アルミニウム
307,アルミ箔,アルミハク
308,アルミホイル,アルミホイル
309,あれ,アレ
310,あれこれ,アレコレ
311,荒れ地,アレチ
312,アレルギー,アレルギー
313,アレンジ,アレンジ
314,アロエ,アロエ
315,アロハ,アロハ
316,泡,アワ
317,合わせ,アワセ
318,哀れ,アワレ
319,哀れみ,アワレミ
320,案,アン
321,アンカー,アンカー
322,あんかけ,アンカケ
323,暗記,アンキ
324,行脚,アンギャ
325,アングル,アングル
326,アンケート,アンケート
327,あんこ,アンコ
328,暗号,アンゴウ
329,アンコール,アンコール
330,暗黒,アンコク
331,暗殺,アンサツ
332,安産,アンザン
333,アンサンブル,アンサンブル
334,暗示,アンジ
335,暗証,アンショウ
336,暗証番号,アンショウバンゴウ
337,安心,アンシン
338,安静,アンセイ
339,安全,アンゼン
340,安全性,アンゼンセイ
341,安全保障,アンゼンホショウ
342,安全保障条約,アンゼンホショウジョウヤク
343,安打,アンダ
344,アンダー,アンダー
345,アンダーライン,アンダーライン
346,安泰,アンタイ
347,安置,アンチ
348,安定,アンテイ
349,アンティーク,アンティーク
350,アンテナ,アンテナ
351,案内,アンナイ
352,案内書,アンナイショ
353,案内状,アンナイジョウ
354,アンバランス,アンバランス
355,安否,アンピ
356,アンプ,アンプ
357,アンペア,アンペア
358,安眠,アンミン
359,暗黙,アンモク
360,アンモニア,アンモニア
361,胃,イ
362,意,イ
363,威圧,イアツ
364,慰安,イアン
365,言い合い,イイアイ
366,イージー,イージー
367,イースター,イースター
368,言い伝え,イイツタエ
369,言い分,イイブン
370,言い回し,イイマワシ
371,言い訳,イイワケ
372,委員,イイン
373,医院,イイン
374,委員会,イインカイ
375,家,イエ
376,家柄,イエガラ
377,家路,イエジ
378,家出,イエデ
379,家元,イエモト
380,イエロー,イエロー
381,硫黄,イオウ
382,いか,イカ
383,以下,イカ
384,医科,イカ
385,以外,イガイ
386,威嚇,イカク
387,医学,イガク
388,医学書,イガクショ
389,医科大学,イカダイガク
390,胃カメラ,イカメラ
391,怒り,イカリ
392,いかり,イカリ
393,いかん,イカン
394,遺憾,イカン
395,行き,イキ
396,息,イキ
397,生き,イキ
398,域,イキ
399,意気,イキ
400,遺棄,イキ
401,粋,イキ
402,意義,イギ
403,異議,イギ
404,行き当たり,イキアタリ
405,生き埋め,イキウメ
406,勢い,イキオイ
407,生きがい,イキガイ
408,行き来,イキキ
409,意気込み,イキコミ
410,行き先,イキサキ
411,経緯,イキサツ
412,行き詰まり,イキヅマリ
413,憤り,イキドオリ
414,息抜き,イキヌキ
415,生き残り,イキノコリ
416,生き物,イキモノ
417,イギリス,イギリス
418,幾,イク
419,戦,イクサ
420,育児,イクジ
421,育成,イクセイ
422,幾多,イクタ
423,幾つ,イクツ
424,幾分,イクブン
425,幾ら,イクラ
426,イクラ,イクラ
427,幾らか,イクラカ
428,池,イケ
429,生け花,イケバナ
430,意見,イケン
431,以後,イゴ
432,囲碁,イゴ
433,憩い,イコイ
434,移行,イコウ
435,意向,イコウ
436,イコール,イコール
437,異国,イコク
438,居心地,イゴコチ
439,遺骨,イコツ
440,居酒屋,イザカヤ
441,遺作,イサク
442,いざこざ,イザコザ
443,遺産,イサン
444,遺産相続,イサンソウゾク
445,石,イシ
446,医師,イシ
447,意志,イシ
448,意思,イシ
449,維持,イジ
450,意地,イジ
451,石垣,イシガキ
452,意識,イシキ
453,石ころ,イシコロ
454,石段,イシダン
455,意思表示,イシヒョウジ
456,いじめ,イジメ
457,いじめっこ,イジメッコ
458,医者,イシャ
459,慰謝料,イシャリョウ
460,異臭,イシュウ
461,移住,イジュウ
462,萎縮,イシュク
463,遺書,イショ
464,衣装,イショウ
465,異常,イジョウ
466,移植,イショク
467,異色,イショク
468,衣食,イショク
469,衣食住,イショクジュウ
470,意地悪,イジワル
471,意地悪い,イジワルイ
472,異人,イジン
473,偉人,イジン
474,いす,イス
475,伊豆,イズ
476,泉,イズミ
477,イスラム,イスラム
478,イスラム教,イスラムキョウ
479,いずれ,イズレ
480,どれ,イズレ
481,異性,イセイ
482,遺跡,イセキ
483,移籍,イセキ
484,いそ,イソ
485,急ぎ,イソギ
486,急ぎ足,イソギアシ
487,遺族,イゾク
488,依存,イゾン
489,板,イタ
490,遺体,イタイ
491,委託,イタク
492,いたずら,イタズラ
493,頂,イタダキ
494,いただき物,イタダキモノ
495,板チョコ,イタチョコ
496,痛手,イタデ
497,板の間,イタノマ
498,板前,イタマエ
499,痛み,イタミ
500,傷み,イタミ
501,痛み止め,イタミドメ
502,至り,イタリ
503,イタリア,イタリア
504,至る所,イタルトコロ
505,一,イチ
506,位置,イチ
507,一員,イチイン
508,一因,イチイン
509,一月,イチガツ
510,一眼レフ,イチガンレフ
511,一昨日,イチキノウ
512,一行,イチギョウ
513,一撃,イチゲキ
514,一見,イチゲン
515,いちご,イチゴ
516,一期一会,イチゴイチエ
517,一個人,イチコジン
518,一戸建て,イチコダテ
519,一時,イチジ
520,一時期,イチジキ
521,一時に,イチジニ
522,一種,イチシュ
523,一生,イチセイ
524,一族,イチゾク
525,一体,イチタイ
526,一段落,イチダンラク
527,一つ,イチツ
528,一度,イチド
529,一同,イチドウ
530,一読,イチドク
531,一日,イチニチ
532,一人一人,イチニンヒトリ
533,一人前,イチニンマエ
534,一年,イチネン
535,一杯,イチハイ
536,一倍,イチバイ
537,一番,イチバン
538,一番乗り,イチバンノリ
539,一部,イチブ
540,一部分,イチブブン
541,一文,イチブン
542,一望,イチボウ
543,一枚,イチマイ
544,一回り,イチマワリ
545,一味,イチミ
546,一昔,イチムカシ
547,一名,イチメイ
548,一命,イチメイ
549,一面,イチメン
550,一目,イチモク
551,一目散,イチモクサン
552,一目瞭然,イチモクリョウゼン
553,一夜,イチヤ
554,いちゃもん,イチャモン
555,胃腸,イチョウ
556,いちょう,イチョウ
557,医長,イチョウ
558,一覧,イチラン
559,一律,イチリツ
560,一流,イチリュウ
561,一塁,イチルイ
562,一例,イチレイ
563,一礼,イチレイ
564,一列,イチレツ
565,一連,イチレン
566,いつ,イツ
567,胃痛,イツウ
568,一家,イッカ
569,五日,イツカ
570,一角,イッカク
571,一獲千金,イッカクセンキン
572,一括,イッカツ
573,一貫,イッカン
574,一環,イッカン
575,一気,イッキ
576,一見,イッケン
577,一行,イッコウ
578,一刻,イッコク
579,一切,イッサイ
580,一昨日,イッサクジツ
581,一昨年,イッサクネン
582,一式,イッシキ
583,一室,イッシツ
584,一種,イッシュ
585,一瞬,イッシュン
586,一緒,イッショ
587,一生,イッショウ
588,一生懸命,イッショウケンメイ
589,一心,イッシン
590,一睡,イッスイ
591,一寸,イッスン
592,一斉,イッセイ
593,一石二鳥,イッセキニチョウ
594,一説,イッセツ
595,一線,イッセン
596,一体,イッタイ
597,一帯,イッタイ
598,一端,イッタン
599,一致,イッチ
600,一丁,イッチョウ
601,五つ,イツツ
602,一手,イッテ
603,一定,イッテイ
604,一時,イットキ
605,一杯,イッパイ
606,一杯一杯,イッパイイッパイ
607,一般,イッパン
608,一般に,イッパンニ
609,一般論,イッパンロン
610,一夫多妻,イップタサイ
611,一変,イッペン
612,一遍,イッペン
613,一方,イッポウ
614,一報,イッポウ
615,一方通行,イッポウツウコウ
616,一本,イッポン
617,イデオロギー,イデオロギー
618,移転,イテン
619,遺伝,イデン
620,遺伝子,イデンシ
621,糸,イト
622,意図,イト
623,井戸,イド
624,緯度,イド
625,移動,イドウ
626,異動,イドウ
627,糸口,イトグチ
628,いとこ,イトコ
629,営み,イトナミ
630,いとま,イトマ
631,田舎,イナカ
632,田舎者,イナカモノ
633,稲作,イナサク
634,稲妻,イナズマ
635,いなり,イナリ
636,いにしえ,イニシエ
637,イニシャル,イニシャル
638,委任,イニン
639,委任状,イニンジョウ
640,犬,イヌ
641,稲,イネ
642,居眠り,イネムリ
643,猪,イノシシ
644,命,イノチ
645,命懸け,イノチガケ
646,祈り,イノリ
647,違反,イハン
648,いびき,イビキ
649,イブ,イブ
650,衣服,イフク
651,胃袋,イブクロ
652,異物,イブツ
653,異変,イヘン
654,イベント,イベント
655,いぼ,イボ
656,異母,イボ
657,違法,イホウ
658,異邦人,イホウジン
659,今,イマ
660,居間,イマ
661,今頃,イマゴロ
662,イマジネーション,イマジネーション
663,今時,イマドキ
664,今風,イマフウ
665,今まで,イママデ
666,意味,イミ
667,意味合い,イミアイ
668,移民,イミン
669,イメージ,イメージ
670,芋,イモ
671,妹,イモウト
672,嫌がらせ,イヤガラセ
673,医薬,イヤク
674,医薬品,イヤクヒン
675,嫌気,イヤケ
676,癒し,イヤシ
677,イヤホン,イヤホン
678,イヤリング,イヤリング
679,意欲,イヨク
680,意欲的,イヨクテキ
681,依頼,イライ
682,いらいら,イライラ
683,イラク,イラク
684,イラスト,イラスト
685,イラストレーター,イラストレーター
686,イラン,イラン
687,入り,イリ
688,入り口,イリグチ
689,医療,イリョウ
690,衣料,イリョウ
691,威力,イリョク
692,衣類,イルイ
693,いるか,イルカ
694,イルミネーション,イルミネーション
695,異例,イレイ
696,入れ替え,イレカエ
697,入れ替わり,イレカワリ
698,入れ歯,イレバ
699,入れ物,イレモノ
700,色,イロ
701,色合い,イロアイ
702,色落ち,イロオチ
703,色紙,イロガミ
704,色柄,イロガラ
705,色気,イロケ
706,色濃い,イロコイ
707,彩り,イロドリ
708,色直し,イロナオシ
709,いろは,イロハ
710,色眼鏡,イロメガネ
711,色物,イロモノ
712,いろり,イロリ
713,色分け,イロワケ
714,異論,イロン
715,岩,イワ
716,祝い,イワイ
717,祝い事,イワイゴト
718,違和感,イワカン
719,いわく,イワク
720,いわし,イワシ
721,岩肌,イワハダ
722,いわれ,イワレ
723,印,イン
724,院,イン
725,因果,インガ
726,因果関係,インガカンケイ
727,印鑑,インカン
728,印鑑証明,インカンショウメイ
729,インク,インク
730,イングリッシュ,イングリッシュ
731,インサイド,インサイド
732,印刷,インサツ
733,印紙,インシ
734,印字,インジ
735,飲酒,インシュ
736,飲酒運転,インシュウンテン
737,印象,インショウ
738,印象的,インショウテキ
739,飲食,インショク
740,飲食店,インショクテン
741,インスタント,インスタント
742,インスタント食品,インスタントショクヒン
743,インストラクター,インストラクター
744,印税,インゼイ
745,引率,インソツ
746,インターナショナル,インターナショナル
747,インターネット,インターネット
748,インターホン,インターホン
749,引退,インタイ
750,インタビュー,インタビュー
751,いんちき,インチキ
752,院長,インチョウ
753,インディアン,インディアン
754,インデックス,インデックス
755,インテリ,インテリ
756,インテリア,インテリア
757,インド,インド
758,インドネシア,インドネシア
759,インド洋,インドヨウ
760,イントロ,イントロ
761,インナー,インナー
762,因縁,インネン
763,インパクト,インパクト
764,インフォメーション,インフォメーション
765,インプット,インプット
766,インフルエンザ,インフルエンザ
767,インフレ,インフレ
768,陰謀,インボウ
769,陰毛,インモウ
770,引用,インヨウ
771,飲料水,インリョウスイ
772,引力,インリョク
773,ウ,ウ
774,ウイークエンド,ウイークエンド
775,ウイークリー,ウイークリー
776,ウイスキー,ウイスキー
777,ウイニング,ウイニング
778,ウイルス,ウイルス
779,ういろう,ウイロウ
780,ウインカー,ウインカー
781,ウインク,ウインク
782,ウイング,ウイング
783,ウインド,ウインド
784,ウインドー,ウインドー
785,ウインドーショッピング,ウインドーショッピング
786,ウーマン,ウーマン
787,ウール,ウール
788,ウーロン茶,ウーロンチャ
789,上,ウエ
790,ウエーター,ウエーター
791,ウエート,ウエート
792,ウエートレス,ウエートレス
793,ウエーブ,ウエーブ
794,植木,ウエキ
795,ウエスタン,ウエスタン
796,ウエディング,ウエディング
797,ウエディングドレス,ウエディングドレス
798,上野,ウエノ
799,ウェブ,ウェブ
800,右往左往,ウオウサオウ
801,ウォーキング,ウォーキング
802,ウォーター,ウォーター
803,ウォッカ,ウォッカ
804,ウォッチ,ウォッチ
805,ウォッチング,ウォッチング
806,魚釣り,ウオツリ
807,う回,ウカイ
808,雨期,ウキ
809,浮き,ウキ
810,浮き彫り,ウキボリ
811,受け,ウケ
812,受け入れ,ウケイレ
813,受け口,ウケグチ
814,受け皿,ウケザラ
815,受け付け,ウケツケ
816,受け取り,ウケトリ
817,受け身,ウケミ
818,受け渡し,ウケワタシ
819,動き,ウゴキ
820,うさぎ,ウサギ
821,牛,ウシ
822,後ろ,ウシロ
823,後ろ足,ウシロアシ
824,後ろ姿,ウシロスガタ
825,後ろ盾,ウシロダテ
826,後ろ向き,ウシロムキ
827,渦,ウズ
828,薄味,ウスアジ
829,薄皮,ウスカワ
830,薄着,ウスギ
831,薄切り,ウスギリ
832,薄口,ウスクチ
833,渦巻き,ウズマキ
834,薄焼き,ウスヤキ
835,うずら,ウズラ
836,右折,ウセツ
837,うそ,ウソ
838,うそつき,ウソツキ
839,歌,ウタ
840,疑い,ウタガイ
841,歌声,ウタゴエ
842,歌姫,ウタヒメ
843,内,ウチ
844,打ち,ウチ
845,打ち合わせ,ウチアワセ
846,内側,ウチガワ
847,内気,ウチキ
848,打ち切り,ウチキリ
849,打ち消し,ウチケシ
850,内股,ウチマタ
851,宇宙,ウチュウ
852,宇宙空間,ウチュウクウカン
853,宇宙人,ウチュウジン
854,宇宙船,ウチュウセン
855,宇宙飛行士,ウチュウヒコウシ
856,宇宙服,ウチュウフク
857,有頂天,ウチョウテン
858,うちわ,ウチワ
859,内輪,ウチワ
860,内訳,ウチワケ
861,写し,ウツシ
862,訴え,ウッタエ
863,うっぷん,ウップン
864,移り変わり,ウツリカワリ
865,器,ウツワ
866,腕,ウデ
867,腕立て伏せ,ウデタテフセ
868,腕時計,ウデドケイ
869,腕前,ウデマエ
870,雨天,ウテン
871,うどん,ウドン
872,うなぎ,ウナギ
873,乳母,ウバ
874,産声,ウブゴエ
875,馬,ウマ
876,甘み,ウマミ
877,生まれ,ウマレ
878,海,ウミ
879,海辺,ウミベ
880,有無,ウム
881,梅,ウメ
882,梅酒,ウメシュ
883,埋め立て,ウメタテ
884,梅干し,ウメボシ
885,羽毛,ウモウ
886,右翼,ウヨク
887,右翼団体,ウヨクダンタイ
888,裏,ウラ
889,裏表,ウラオモテ
890,裏方,ウラカタ
891,裏側,ウラガワ
892,裏切り,ウラギリ
893,裏口,ウラグチ
894,裏地,ウラジ
895,裏通り,ウラドオリ
896,占い,ウラナイ
897,裏話,ウラバナシ
898,恨み,ウラミ
899,裏道,ウラミチ
900,裏山,ウラヤマ
901,売り,ウリ
902,瓜,ウリ
903,売り上げ,ウリアゲ
904,売り切れ,ウリキレ
905,売り込み,ウリコミ
906,売り出し,ウリダシ
907,売り手,ウリテ
908,売り主,ウリヌシ
909,売り場,ウリバ
910,売り物,ウリモノ
911,潤い,ウルオイ
912,憂い,ウレイ
913,売れっ子,ウレッコ
914,売れ残り,ウレノコリ
915,売れ行き,ウレユキ
916,浮気,ウワキ
917,上着,ウワギ
918,上唇,ウワクチビル
919,うわさ,ウワサ
920,うわさばなし,ウワサバナシ
921,上乗せ,ウワノセ
922,うわのそら,ウワノソラ
923,上履き,ウワバキ
924,上役,ウワヤク
925,運,ウン
926,運営,ウンエイ
927,運河,ウンガ
928,運休,ウンキュウ
929,うんこ,ウンコ
930,運行,ウンコウ
931,運航,ウンコウ
932,運勢,ウンセイ
933,運送,ウンソウ
934,うんち,ウンチ
935,運賃,ウンチン
936,運転,ウンテン
937,運転士,ウンテンシ
938,運転手,ウンテンシュ
939,運転免許証,ウンテンメンキョショウ
940,運動,ウンドウ
941,運動会,ウンドウカイ
942,運動場,ウンドウジョウ
943,運動神経,ウンドウシンケイ
944,うんぬん,ウンヌン
945,運搬,ウンパン
946,運命,ウンメイ
947,運命的,ウンメイテキ
948,運輸,ウンユ
949,運輸省,ウンユショウ
950,運用,ウンヨウ
951,絵,エ
952,エアコン,エアコン
953,エアライン,エアライン
954,エアロビクス,エアロビクス
955,永遠,エイエン
956,映画,エイガ
957,映画化,エイガカ
958,映画館,エイガカン
959,映画監督,エイガカントク
960,永久,エイキュウ
961,影響,エイキョウ
962,営業,エイギョウ
963,影響力,エイキョウリョク
964,英語,エイゴ
965,栄光,エイコウ
966,英国,エイコク
967,英字,エイジ
968,永住,エイジュウ
969,衛星,エイセイ
970,衛生,エイセイ
971,映像,エイゾウ
972,永続,エイゾク
973,英文,エイブン
974,英文学,エイブンガク
975,英訳,エイヤク
976,英雄,エイユウ
977,栄養,エイヨウ
978,栄養価,エイヨウカ
979,栄養素,エイヨウソ
980,栄養分,エイヨウブン
981,営利,エイリ
982,英和,エイワ
983,エース,エース
984,笑顔,エガオ
985,絵柄,エガラ
986,駅,エキ
987,易,エキ
988,駅員,エキイン
989,エキサイト,エキサイト
990,駅舎,エキシャ
991,液晶,エキショウ
992,液状,エキジョウ
993,エキス,エキス
994,エキストラ,エキストラ
995,エキスパート,エキスパート
996,液体,エキタイ
997,駅伝,エキデン
998,駅弁,エキベン
999,駅前,エキマエ
1000,えくぼ,エクボ
1001,エゴ,エゴ
1002,エコー,エコー
1003,エコノミー,エコノミー
1004,エコノミークラス,エコノミークラス
1005,えさ,エサ
1006,エジプト,エジプト
1007,会釈,エシャク
1008,エスカレーター,エスカレータ
1009,エスカレーター,エスカレーター
1010,エスカレート,エスカレート
1011,エスケープ,エスケープ
1012,エステ,エステ
1013,エスニック,エスニック
1014,枝,エダ
1015,枝毛,エダゲ
1016,枝分かれ,エダワカレ
1017,エチケット,エチケット
1018,エッグ,エッグ
1019,え付け,エヅケ
1020,エッジ,エッジ
1021,エッセイスト,エッセイスト
1022,エッセー,エッセー
1023,エッセンス,エッセンス
1024,閲覧,エツラン
1025,干支,エト
1026,江戸,エド
1027,エトセトラ,エトセトラ
1028,江戸っ子,エドッコ
1029,エナメル,エナメル
1030,エネルギー,エネルギー
1031,絵の具,エノグ
1032,絵葉書,エハガキ
1033,えび,エビ
1034,エピソード,エピソード
1035,エプロン,エプロン
1036,絵本,エホン
1037,絵馬,エマ
1038,絵巻,エマキ
1039,笑み,エミ
1040,エメラルド,エメラルド
1041,絵文字,エモジ
1042,獲物,エモノ
1043,えら,エラ
1044,エラー,エラー
1045,襟,エリ
1046,エリア,エリア
1047,襟足,エリアシ
1048,エリート,エリート
1049,襟元,エリモト
1050,エレキ,エレキ
1051,エレキギター,エレキギター
1052,エレクトーン,エレクトーン
1053,エレクトロニクス,エレクトロニクス
1054,エレベーター,エレベータ
1055,エレベーター,エレベーター
1056,エロ,エロ
1057,円,エン
1058,宴,エン
1059,縁,エン
1060,煙,エン
1061,炎,エン
1062,遠泳,エンエイ
1063,演歌,エンカ
1064,宴会,エンカイ
1065,遠隔,エンカク
1066,遠隔操作,エンカクソウサ
1067,縁側,エンガワ
1068,沿岸,エンガン
1069,延期,エンキ
1070,演技,エンギ
1071,縁起,エンギ
1072,遠距離,エンキョリ
1073,円グラフ,エングラフ
1074,円形,エンケイ
1075,園芸,エンゲイ
1076,演芸,エンゲイ
1077,エンゲージ,エンゲージ
1078,演劇,エンゲキ
1079,縁故,エンコ
1080,塩酸,エンサン
1081,演算,エンザン
1082,園児,エンジ
1083,エンジェル,エンジェル
1084,エンジニア,エンジニア
1085,演習,エンシュウ
1086,演出,エンシュツ
1087,援助,エンジョ
1088,エンジョイ,エンジョイ
1089,炎症,エンショウ
1090,エンジン,エンジン
1091,塩水,エンスイ
1092,エンスト,エンスト
1093,遠征,エンセイ
1094,演説,エンゼツ
1095,沿線,エンセン
1096,塩素,エンソ
1097,演奏,エンソウ
1098,遠足,エンソク
1099,エンターテインメント,エンターテインメント
1100,延滞,エンタイ
1101,円高,エンダカ
1102,園長,エンチョウ
1103,延長,エンチョウ
1104,エンディング,エンディング
1105,炎天,エンテン
1106,エンド,エンド
1107,煙突,エントツ
1108,エントリー,エントリー
1109,縁日,エンニチ
1110,円盤,エンバン
1111,鉛筆,エンピツ
1112,塩分,エンブン
1113,遠方,エンポウ
1114,延命,エンメイ
1115,遠慮,エンリョ
1116,尾,オ
1117,オアシス,オアシス
1118,おい,オイ
1119,老い,オイ
1120,追い越し,オイコシ
1121,生い立ち,オイタチ
1122,おいっ子,オイッコ
1123,置いてけぼり,オイテケボリ
1124,オイル,オイル
1125,王,オウ
1126,欧,オウ
1127,押印,オウイン
1128,応援,オウエン
1129,応急,オウキュウ
1130,王家,オウケ
1131,王国,オウコク
1132,黄金,オウゴン
